Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,331.7099914550781,336.7300109863281,330.5,333.25,330.027587890625,3231000
2021-01-05,331.7799987792969,334.6499938964844,325.0899963378906,328.45001220703125,325.2739562988281,2012800
2021-01-06,327.05999755859375,330.4800109863281,324.1499938964844,328.8599853515625,325.6799621582031,1638300
2021-01-07,329.4200134277344,333.4700012207031,326.3900146484375,329.07000732421875,325.8879699707031,1856700
2021-01-08,331.20001220703125,331.20001220703125,322.69000244140625,326.8500061035156,323.6894226074219,1493900
2021-01-11,324.760009765625,325.45001220703125,318.69000244140625,319.20001220703125,316.1134338378906,1545600
2021-01-12,319.75,319.75,313.260009765625,315.8599853515625,312.8056945800781,2271500
2021-01-13,314.6000061035156,315.5199890136719,311.3599853515625,312.04998779296875,309.0325622558594,1936900
2021-01-14,312.95001220703125,316.3999938964844,305.0,306.17999267578125,303.2192687988281,1910400
2021-01-15,306.3999938964844,307.7200012207031,303.5400085449219,305.95001220703125,302.9915771484375,2701800
2021-01-19,307.5,314.1199951171875,306.7099914550781,313.1400146484375,310.11199951171875,2224000
2021-01-20,317.67999267578125,324.45001220703125,315.010009765625,321.94000244140625,318.826904296875,2799500
2021-01-21,320.1099853515625,322.989990234375,316.5799865722656,317.7200012207031,314.6477355957031,1622200
2021-01-22,316.7699890136719,320.6099853515625,315.05999755859375,315.1400146484375,312.0926818847656,1519100
2021-01-25,316.0400085449219,318.2200012207031,311.7099914550781,314.92999267578125,311.88470458984375,1453800
2021-01-26,315.3699951171875,321.0400085449219,313.2799987792969,319.010009765625,315.92523193359375,1479500
2021-01-27,318.1000061035156,327.6499938964844,303.5,306.29998779296875,303.338134765625,3074900
2021-01-28,308.7099914550781,323.67999267578125,307.07000732421875,318.9700012207031,315.8856201171875,2721800
2021-01-29,314.6700134277344,320.1499938964844,311.8699951171875,317.0,313.9346618652344,2734500
2021-02-01,319.75,322.8900146484375,317.17999267578125,321.8399963378906,318.7278747558594,1774600
2021-02-02,324.2300109863281,332.1499938964844,324.0799865722656,330.1000061035156,326.90802001953125,2397000
2021-02-03,330.0,330.0,324.1700134277344,324.25,321.11456298828125,1705100
2021-02-04,324.69000244140625,328.4700012207031,324.25,328.45001220703125,325.2739562988281,1172500
2021-02-05,328.95001220703125,332.4599914550781,323.4800109863281,324.0199890136719,320.8868103027344,2153300
2021-02-08,325.55999755859375,326.29998779296875,322.94000244140625,325.44000244140625,322.2930603027344,1250100
2021-02-09,330.0,338.4700012207031,326.67999267578125,332.3900146484375,329.1759033203125,3154600
2021-02-10,334.9700012207031,336.8500061035156,330.6400146484375,333.0,329.77996826171875,1810400
2021-02-11,334.3500061035156,339.80999755859375,333.0,339.3900146484375,336.1081848144531,1627400
2021-02-12,337.6700134277344,340.54998779296875,337.239990234375,339.45001220703125,336.1676330566406,2033700
2021-02-16,342.0,342.0,336.5,338.3299865722656,335.0583801269531,2280100
2021-02-17,335.3599853515625,339.0899963378906,334.6199951171875,338.92999267578125,335.6526184082031,1344900
2021-02-18,337.0899963378906,341.0400085449219,337.0899963378906,338.4599914550781,335.18719482421875,1155000
2021-02-19,339.1300048828125,341.9200134277344,338.4800109863281,339.239990234375,335.9595947265625,1251800
2021-02-22,339.239990234375,339.239990234375,331.5899963378906,333.2900085449219,330.067138671875,1542100
2021-02-23,331.9100036621094,331.9100036621094,323.07000732421875,325.17999267578125,322.78131103515625,2261600
2021-02-24,326.0,332.17999267578125,322.3699951171875,331.7900085449219,329.342529296875,1663000
2021-02-25,331.489990234375,335.7300109863281,329.4599914550781,330.54998779296875,328.1116638183594,2584200
2021-02-26,332.0400085449219,333.2699890136719,326.3900146484375,329.3599853515625,326.9304504394531,1691000
2021-03-01,331.5199890136719,338.8999938964844,330.1700134277344,337.5299987792969,335.0401916503906,1175100
